"Item Name";"Region";"Lore";"DescriptionLore";"ImageURL"
"Remnant of the Ascended";"Targon";"Associated with Targon's ascended, granting enhanced mana regeneration and ability power.";"While holding this remnant, you gain a +2 bonus to spell attack rolls and your spell save DC increases by 2. Additionally, you regain 1 sorcery point or 1 expended spell slot of 3rd level or lower upon finishing a short or long rest. Once you use this feature, you must finish a long rest before you can use it again.";"https://wiki.leagueoflegends.com/en-us/images/Remnant_of_the_Ascended_item.png"
"Remnant of the Watchers";"Freljord";"Linked to the Watchers, ancient beings of the Freljordian ice, offering glimpses into their chilling power.";"While holding this remnant, you have resistance to cold damage and advantage on saving throws against being frightened. As an action, you can attempt to freeze a creature you can see within 30 feet of you. The creature must succeed on a DC 18 Constitution saving throw or become restrained for 1 minute. At the end of each of its turns, the restrained creature can make another Constitution saving throw. On a success, the effect ends. Once you use this feature, you can't use it again until you finish a long rest.";"https://wiki.leagueoflegends.com/en-us/images/Remnant_of_the_Watchers_item.png"
"Riftmaker";"Icathia";"Riftmaker is likely tied to the Black Rose, an organization known for dark magic and manipulating rifts for their own purposes.";"This dark artifact grants you a +3 bonus to attack and damage rolls with spells. Whenever you deal damage with a spell, you regain hit points equal to 1d6 + your spellcasting ability modifier. Additionally, you ignore resistance to necrotic damage. This item is cursed. Becoming attuned to this item extends the attunement duration indefinitely. While attuned, at the end of each long rest, you must succeed on a DC 10 Charisma saving throw or gain one level of exhaustion. If you die from exhaustion, your body is overtaken by the Void.";"https://wiki.leagueoflegends.com/en-us/images/Riftmaker_item.png"
"Rimeforged Grasp";"Freljord";"Forged in the bitter cold, said to be able to freeze the very ground on which battles are fought. Possibly linked to the Ice Witch.";"This gauntlet, perpetually cold to the touch, is forged from ice that never melts. While wearing the gauntlet, you can use an action to freeze a 15-foot cone of ground in front of you. This area becomes difficult terrain. Additionally, any creature that starts its turn or enters the area for the first time on a turn must succeed on a DC 15 Constitution saving throw or have its movement speed reduced by half until the end of its next turn. The ice melts after 1 minute. Once you use this ability, you can't use it again until the next dawn.";"https://wiki.leagueoflegends.com/en-us/images/Rimeforged_Grasp_item.png"
"Rod of Ages";"Targon";"Forged in the heart of Targon, infused with celestial energies, it whispers forgotten truths to those who dare listen. Grants resilience in prolonged battles.";"This rod, pulsing with a faint celestial light, whispers secrets of ages past to its wielder. The rod has 10 charges and regains 1d6+4 expended charges daily at dawn. While holding the rod, you can expend charges to gain the following benefits: (1 charge) You gain advantage on one Intelligence, Wisdom, or Charisma saving throw. (3 charges) You regain 2d8 hit points. (5 charges) You cast the 'Greater Restoration' spell. If you listen to the whispers of the rod for at least 1 hour each day, you gain one level of exhaustion at the end of the hour, but also gain resistance to psychic damage until the next dawn.";"https://wiki.leagueoflegends.com/en-us/images/Rod_of_Ages_item.png"
"Ruby Sightstone";"Targon";"Forged atop Mount Targon, it resonates with celestial energy. It might be linked to the Aspect of Twilight, enhancing map awareness.";"This crimson stone, warm to the touch, grants unparalleled awareness of your surroundings. As an action, you can touch a point within 60 feet of you. For the next hour, you know the location of all creatures within a 30-foot radius of that point. This ability pierces magical darkness and nonmagical barriers, but is blocked by one foot of stone, one inch of common metal, a thin sheet of lead, or 3 feet of wood or dirt. Once you use this ability, you can't use it again until the next dawn. While attuned to the Ruby Sightstone, you are immune to the blinded condition.";"https://wiki.leagueoflegends.com/en-us/images/Ruby_Sightstone_item.png"
"Runecarver";"Freljord";"Likely forged by ancient Iceborn, the Runecarver's etchings resonate with forgotten glacial magic and Freljordian spirits.";"This weapon pulses with ancient glacial magic. Once per long rest, when you hit a creature with an attack using this weapon, you can choose to deal an extra 6d6 cold damage to the target and force it to make a DC 15 Constitution saving throw. On a failed save, the target is also restrained for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.";"https://wiki.leagueoflegends.com/en-us/images/Runecarver_item.png"
"Runegorger";"Freljord";"Likely a relic of the ancient Iceborn, perhaps used in rituals to consume the power of primal runes.";"This relic radiates a faint aura of consumed power. When you use this item to absorb a magic rune or magical effect (DM's discretion), you gain temporary hit points equal to five times the level of the spell or effect consumed. These temporary hit points last for 1 hour. Additionally, for the next minute, your weapon attacks deal an extra 1d6 force damage.";"https://wiki.leagueoflegends.com/en-us/images/Runegorger_item.png"
"Runic Bulwark";"Demacia";"Favored by Demacian sentinels, this bulwark's runes deflect magic. Some whisper it was crafted by mageseekers, a twisted irony.";"While holding this shield, you have advantage on saving throws against spells and other magical effects. Additionally, once per day, when you are targeted by a spell, you can use your reaction to attempt to absorb the spell's energy. Make a DC 15 Charisma saving throw. On a success, the spell has no effect on you, and you regain a number of hit points equal to the spell's level x 5.";"https://wiki.leagueoflegends.com/en-us/images/Runic_Bulwark_item.png"
"Runic Echoes";"Ionia";"Echoes resonate with Ionian spirit magic, amplifying spellcasting. Potentially tied to ancient monasteries or spirit realms.";"This arcane focus pulses with Ionian spirit magic. While holding this focus, you gain a +2 bonus to spell attack rolls and spell save DC. Additionally, once per long rest, when you cast a spell that deals damage, you can choose to deal an additional 2d6 force damage to one target within 30 feet of the original target. This additional damage is considered magical for the purpose of overcoming resistance and immunity.";"https://wiki.leagueoflegends.com/en-us/images/Magus_item.png"
"Sage's Ring";"Ionia";"Associated with monks of Ionia seeking enlightenment and inner peace, enhancing their connection to the spirit realm.";"This ring hums with tranquil energy. While wearing this ring, you have advantage on Wisdom saving throws. Additionally, as a bonus action, you can expend a hit die to regain a number of hit points equal to the die roll + your Wisdom modifier. You can use this feature a number of times equal to your Wisdom modifier (minimum of 1) per long rest.";"https://wiki.leagueoflegends.com/en-us/images/Sage%27s_Ring_item.png"
"Sandshrike's Claw";"Shurima";"Forged in the desert's heart, it whispers of ancient Ascended, their power now sand. A relic of forgotten empires.";"This ancient claw, imbued with the power of fallen Ascended, grants potent abilities. The claw is a +2 magical melee weapon. When you hit a creature with it, you can force the target to make a DC 15 Constitution saving throw. On a failed save, the target gains one level of exhaustion. On a successful save, the target takes 2d6 necrotic damage. This effect can only be used once per turn.";"https://wiki.leagueoflegends.com/en-us/images/Sandshrike%27s_Claw_item.png"
"Sanguine Gift";"Noxus";"Implies a dark pact or ritual sacrifice within Noxus, possibly connected to the Crimson Circle or similar hemomancy cult.";"This dark gift, pulsing with crimson energy, is bestowed upon those who enter into a pact with entities of pure hemomancy. While attuned to this gift, whenever you deal damage with a spell or weapon attack, you can choose to regain a number of hit points equal to half the damage dealt (rounded up). This effect can only be used once per turn. However, at the end of each long rest, you must succeed on a DC 15 Constitution saving throw or gain one level of exhaustion as the gift demands its due.";"https://wiki.leagueoflegends.com/en-us/images/Sanguine_Gift_item.png"
"Sated Devourer";"Shadow Isles";"A relic from the Shadow Isles, possibly tied to ancient rituals enhancing predator instincts. It is tied to the hunger of the void.";"This grotesque amulet, reeking of voidal energies, grants the wearer an insatiable hunger for power. While attuned to the Sated Devourer, you gain the following benefits: Your Strength score increases by 4, to a maximum of 24. Whenever you reduce a creature to 0 hit points with a melee attack, you gain temporary hit points equal to your level. These temporary hit points last for 1 minute. After a long rest you must consume the life force of a beast or humanoid by succeeding on a DC 16 grapple check, or suffer two levels of exhaustion.";"https://wiki.leagueoflegends.com/en-us/images/Sated_Devourer_item.png"
"Scrying Orb";"Demacia";"Used by Demacian scouts to survey enemy positions. It could reveal hidden Noxian camps or Freljordian raiding parties before they strike.";"This Demacian-made crystal orb allows the user to cast the Scrying spell without expending a spell slot. Once attuned, you may cast the Scrying spell once per day. Additionally, while holding the orb, you have advantage on Wisdom (Perception) checks made to detect hidden creatures or objects within 30 feet.";"https://wiki.leagueoflegends.com/en-us/images/Scrying_Orb_item.png"
"Seeker's Armguard";"Noxus";"Forged in Noxus, rumored to have ties to the Black Rose, offering protection to mages delving into forbidden magic.";"This dark iron armguard, etched with arcane symbols, grants its wearer a +2 bonus to AC. While wearing the armguard, you have advantage on saving throws against spells and magical effects. Additionally, as a reaction when you are hit by a spell attack, you can absorb some of the spell's energy, gaining temporary hit points equal to the spell's level.";"https://wiki.leagueoflegends.com/en-us/images/Seeker%27s_Armguard_item.png"
"Seething Sorrow";"Shadow Isles";"Associated with undeath and pain, possibly linked to the Black Mist or souls trapped within the Shadow Isles.";"This shard of pure darkness radiates a chilling aura. While holding it, you are resistant to necrotic damage and your hit point maximum cannot be reduced. Once per day, as an action, you can unleash the shard's power, forcing each creature within 30 feet to make a DC 15 Wisdom saving throw or take 3d6 necrotic damage and become frightened of you for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. The shard whispers to you in your dreams, urging you to embrace despair.";"https://wiki.leagueoflegends.com/en-us/images/Seething_Sorrow_item.png"
"Serylda's Grudge";"Freljord";"Forged in the Freljord, perhaps by a forgotten Ice Witch or a master blacksmith of the Winter's Claw. Grants lethality and armor penetration.";"This Freljordian weapon grants a +3 bonus to attack and damage rolls. When you hit a creature with this weapon, the attack deals an extra 2d6 cold damage and the target must succeed on a DC 18 Constitution saving throw or have its speed reduced by 20 feet until the end of its next turn. In addition, when you score a critical hit with this weapon, the target must succeed on a DC 15 Constitution saving throw or be stunned until the end of your next turn.";"https://wiki.leagueoflegends.com/en-us/images/Serylda%27s_Grudge_item.png"
"Shard of True Ice";"Freljord";"Potentially tied to Lissandra or other Iceborn, grants vision and slows enemies. Once held immense power now a fragment.";"This shard pulses with ancient ice magic. As an action, you can touch the shard to a point within 60 feet. A spectral eye appears there, granting you and your allies vision of that area for 1 minute. Additionally, once per day, you can cast the Slow spell (save DC 15) from the shard. While holding the shard, you have resistance to cold damage.";"https://wiki.leagueoflegends.com/en-us/images/Shard_of_True_Ice_item.png"
"Sheen";"Demacia";"Forged in Demacia, Sheen's magic resonates with righteousness, empowering the wielder's next strike with amplified force.";"This polished stone hums with righteous energy. Once per short rest, when you hit a creature with a weapon attack, you can expend a spell slot as a bonus action. The attack deals an extra 2d8 radiant damage per level of the spell slot expended. If you have no spell slots, you can use this effect once per long rest to deal 2d8 radiant damage.";"https://wiki.leagueoflegends.com/en-us/images/Sheen_item.png"
"Shield Totem";"Demacia";"Likely crafted by Demacian artificers, perhaps enchanted by mages, for scouting and defense against unseen threats in the wilderness.";"While holding this shield, you can use a bonus action to activate it, granting yourself and each ally within 30 feet of you temporary hit points equal to your level + your proficiency bonus. These temporary hit points last for 1 minute. Once used, the shield can't be used again until the next dawn.";"https://wiki.leagueoflegends.com/en-us/images/Shield_Totem_item.png"
"Shurelya's Reverie";"Targon";"Associated with the Aspects of Targon, channeling celestial energies and offering protection to allies through ethereal shields and swiftness.";"This holy symbol allows you to cast the Shield spell at will, without expending a spell slot. Additionally, as an action, you can invoke the Reverie, granting all allies within 30 feet of you advantage on Dexterity saving throws and increasing their movement speed by 15 feet for 1 minute. Once you use this action, you cannot do so again until you complete a long rest.";"https://wiki.leagueoflegends.com/en-us/images/Shurelya%27s_Reverie_item.png"
"Silvermere Dawn";"Freljord";"Forged in the icy heart of the Freljord, rumored to be able to weaken even a Watcher's grip. Grants tenacity and cleanse effects.";"While holding this weapon, you have advantage on saving throws against being charmed or frightened. As an action, you can unleash the Silvermere Dawn, ending one condition (blinded, charmed, deafened, frightened, paralyzed, or poisoned) affecting you. Additionally, for the next minute, you have advantage on saving throws against effects that would impose any of those conditions on you. Once used, this ability can't be used again until the next dawn.";"https://wiki.leagueoflegends.com/en-us/images/Silvermere_Dawn_item.png"
"Skirmisher's Sabre";"Ionia";"Favored by Ionian duelists and pit fighters, enhancing their combat prowess in skirmishes. Some say it whispers secrets of forgotten techniques.";"This elegant sabre hums with latent energy. While wielding this weapon, you gain a +2 bonus to initiative rolls. Additionally, once per turn when you hit a creature with an attack using this sabre, you can choose to move up to half your speed without provoking opportunity attacks.";"https://wiki.leagueoflegends.com/en-us/images/Skirmisher%27s_Sabre_item.png"
"Sly Sack of Gold";"Bilgewater";"Likely acquired through less-than-reputable means in Bilgewater, perhaps involving deals with the Buhru or illicit ventures in the Serpent Isles.";"This seemingly ordinary sack is charmed to produce more gold. Once per day, when you reach into the sack, it contains 1d20 + 50 gold pieces. However, there is a 10% chance that instead of gold, the sack contains a non-magical poisonous snake (use the stats for a Poisonous Snake from the Monster Manual) that immediately attacks.";"https://wiki.leagueoflegends.com/en-us/images/Sly_Sack_of_Gold_item.png"
"Soul Sickle";"Noxus";"Said to be forged in the soulfires of the Black Rose, the Soul Sickle corrupts the wielder with dark intent and insatiable hunger.";"This magical sickle, rumored to be forged in the soulfires of the Black Rose, whispers dark promises to its wielder. While holding the Soul Sickle, you have disadvantage on Wisdom saving throws against being charmed or frightened. Additionally, once per day, when you reduce a creature to 0 hit points with this sickle, you gain temporary hit points equal to the creature's maximum hit points. These temporary hit points last for 1 hour.";"https://wiki.leagueoflegends.com/en-us/images/Essence_Reaver_item.png"
"Spectral Cutlass";"Shadow Isles";"A relic of the Shadow Isles, possibly connected to lost rituals of life and death, now corrupted by undeath.";"A chilling blade from the Shadow Isles. This magic cutlass deals an extra 1d6 necrotic damage on a hit. When you reduce a creature to 0 hit points with this weapon, you can choose to trap its soul. The soul remains trapped within the cutlass until you use an action to release it, or until the cutlass is destroyed. While a soul is trapped, you gain advantage on saving throws against being frightened. You can only have one soul trapped at a time.";"https://wiki.leagueoflegends.com/en-us/images/Spectral_Cutlass_item.png"
"Spectre's Cowl";"Shadow Isles";"Associated with spirits and protection against malevolent magic, perhaps used by sentinels or those venturing into the Shadow Isles.";"This ethereal cowl offers protection against the supernatural. While wearing the cowl, you have resistance to necrotic damage and advantage on saving throws against being possessed. Additionally, as an action, you can invoke the cowl to cast the Sanctuary spell (save DC 15) on yourself. Once used, this property cannot be used again until the next dawn.";"https://wiki.leagueoflegends.com/en-us/images/Spectre%27s_Cowl_item.png"
"Spellbreaker";"Demacia";"Favored by mageseekers, rumored to be forged from petricite, a stone that nullifies magic, originating from Demacia.";"This rare shield is crafted from petricite, a stone that disrupts magic. While wielding this shield, you have advantage on saving throws against spells and other magical effects. Additionally, as a reaction when a creature within 30 feet of you casts a spell, you can attempt to disrupt the spell. Make a DC 15 ability check using your choice of Intelligence, Wisdom, or Charisma. On a success, the spell fails and has no effect.";"https://wiki.leagueoflegends.com/en-us/images/Spellbreaker_item.png"
"Spirit of the Ancient Golem";"Freljord";"Forged in the ancient glaciers, this item resonates with the strength and endurance of the Freljord's primal spirits and legendary golems.";"This very rare amulet pulses with the ancient magic of the Freljord. While wearing this amulet, your hit point maximum increases by 20. Additionally, you gain resistance to cold damage and have advantage on saving throws against being petrified. As an action, you can tap into the spirit of the golem, granting yourself temporary hit points equal to your level. You can't use this feature again until you finish a long rest.";"https://wiki.leagueoflegends.com/en-us/images/Spirit_of_the_Ancient_Golem_item.png"
"Spirit of the Spectral Wraith";"Shadow Isles";"Associated with the Shadow Isles, potentially used by spectral beings or wraiths to enhance their magical abilities and sustain themselves.";"This legendary artifact whispers with the chilling energy of the Shadow Isles. While holding this spectral orb, you gain the following benefits: Your hit point maximum increases by an amount equal to your level. You have resistance to necrotic damage. As a bonus action, you can become ethereal until the end of your next turn. While ethereal, you can move through other creatures and objects as if they were difficult terrain. You take 5 (1d10) force damage if you end your turn inside an object. Once you use this bonus action, you can't use it again until you finish a short or long rest.";"https://wiki.leagueoflegends.com/en-us/images/Spirit_of_the_Spectral_Wraith_item.png"
"Starcaster";"Targon";"Forged with celestial magic, it resonates with champions touched by the stars, like Zoe or Aurelion Sol, amplifying their innate cosmic power.";"This instrument, imbued with the raw power of the cosmos, resonates with those touched by celestial forces. If you are a Celestial Warlock, Sorcerer with the Aberrant Mind or Divine Soul origin, or a Cleric of the Knowledge or Twilight Domain, you can use the Starcaster as a spellcasting focus. While wielding it, you gain a +3 bonus to spell attack rolls and your spell save DC increases by 3. Additionally, when you cast a spell that deals radiant damage, you can reroll any 1s on the damage dice, and must use the new result.";"https://wiki.leagueoflegends.com/en-us/images/Starcaster_item.png"
"Stat Bonus";"Targon";"Celestial power enhances champions, akin to the Aspect of Might's influence on chosen warriors.";"This grants a permanent +2 to one ability score of your choice, up to a maximum of 20. In addition, you gain proficiency in one skill associated with that ability (if you are already proficient, you gain expertise instead).";"https://wiki.leagueoflegends.com/en-us/images/Stat_Bonus_item.png"
"Stat-Stick of Stoicism";"Ionia";"Favored by Ionian monks seeking inner peace, it channels spiritual energy. Could be associated with the teachings of Karma.";"While holding this quarterstaff, you gain a +3 bonus to Wisdom saving throws. Additionally, as a bonus action, you can expend 1 ki point to gain advantage on the next saving throw you make before the end of your next turn. If you have no ki points, you can still gain advantage on the saving throw, but you suffer one level of exhaustion.";"https://wiki.leagueoflegends.com/en-us/images/Stat-Stick_of_Stoicism_item.png"
"Steel Shoulderguards";"Demacia";"Favored by Demacian soldiers. Bears the crest of a forgotten order of knights. Grants courage and resilience in battle.";"While wearing these shoulderguards, you have advantage on saving throws against being frightened. In addition, when you are subjected to an effect that allows you to make a saving throw to take only half damage, you instead take no damage if you succeed on the saving throw, and only half damage if you fail. Once per long rest, when you are reduced to 0 hit points but not killed outright, you can choose to drop to 1 hit point instead.";"https://wiki.leagueoflegends.com/en-us/images/Steel_Shoulderguards_item.png"
"Stinger";"Ionia";"Favored by Ionian duelists, its quickening hum resonates with the spirit realm. Often used in ceremonies and duels to quicken the participants.";"This exquisitely balanced shortsword hums faintly when held. You gain a +1 bonus to initiative rolls. As a bonus action, you can speak the sword's command word to imbue it with spirit energy for 1 minute. While imbued, your movement speed increases by 10 feet, and you have advantage on Dexterity (Acrobatics) checks and saving throws.";"https://wiki.leagueoflegends.com/en-us/images/Stinger_item.png"
"Stormrazor";"Ionia";"Forged by a forgotten Ionian master, rumored to channel storm spirits. Its raw power is sought by those who desire unmatched striking speed.";"This magical longsword crackles with electrical energy. You gain a +2 bonus to attack and damage rolls made with this weapon. Once per short rest, when you hit a creature with this weapon, you can choose to deal an extra 2d6 lightning damage and the target must succeed on a DC 15 Constitution saving throw or be stunned until the end of your next turn.";"https://wiki.leagueoflegends.com/en-us/images/Stormrazor_item.png"
"Sunfire Aegis";"Targon";"Forged with celestial fire, it is reminiscent of artifacts wielded by the Solari, warding off darkness.";"This radiant shield is forged from celestial metal. While holding this shield, you have resistance to fire damage and gain a +2 bonus to your AC. Additionally, as a bonus action, you can activate the Aegis's aura. While the aura is active, any creature within 10 feet of you takes 1d6 radiant damage at the start of each of its turns. The aura lasts for 1 minute, and you can't use this ability again until you finish a short or long rest.";"https://wiki.leagueoflegends.com/en-us/images/Sunfire_Aegis_item.png"
"Synchronized Souls";"Ionia";"Likely crafted by Ionian spirit walkers, enhances magical bonds and connection. Perhaps used during meditation or communion with spirits.";"While attuned to this amulet, once per long rest, when a creature within 30 feet that you can see takes damage, you can choose to take half of that damage instead, rounded down. Additionally, you gain advantage on Wisdom (Insight) checks made to discern the emotional state of creatures you have a bond with.";"https://wiki.leagueoflegends.com/en-us/images/Synchronized_Souls_item.png"
"T.U.R.B.O.";"Noxus";"Likely created by a Noxian artificer, its crude construction suggests it's meant for frontline soldiers.";"This crude but effective device functions as a wondrous item. As an action, you can activate T.U.R.B.O., granting you the following benefits for 1 minute: Your movement speed doubles. You gain advantage on Strength checks and saving throws. At the end of each of your turns while T.U.R.B.O. is active, you must succeed on a DC 15 Constitution saving throw or suffer one level of exhaustion. Once used, T.U.R.B.O. cannot be used again until the next dawn.";"https://wiki.leagueoflegends.com/en-us/images/T._U._R._B._O._item.png"
"Targon's Brace";"Targon";"Forged on Targon, this brace resonates with celestial power, assisting those who protect the vulnerable. Often used by the Rakkor. ";"While wearing this brace, you can use a bonus action to grant one creature within 30 feet of you temporary hit points equal to your level. These temporary hit points last for 1 hour. Additionally, as a reaction when a creature within 30 feet of you that you can see is hit by an attack, you can impose disadvantage on the attack roll, potentially causing it to miss. You can use each of these features a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.";"https://wiki.leagueoflegends.com/en-us/images/Targon%27s_Brace_item.png"
"Tear of the Goddess";"Targon";"Associated with celestial magic, often carried by mages seeking to amplify their connection to the heavens and increase their mana reserves.";"While holding this crystalline tear, you can use a bonus action to recover 1d4 expended spell slots. The combined level of spell slots recovered cannot exceed 2. Once used, this property cannot be used again until the next dawn.";"https://wiki.leagueoflegends.com/en-us/images/Tear_of_the_Goddess_item.png"
"Teleport";"Ionia";"Favored by monks and traveling merchants, allowing for swift travel to remote temples or bustling marketplaces across Ionia.";"This small, intricately carved stone allows you to cast the Teleport spell once. When you cast the spell in this way, you ignore the 'familiarity' requirement; you can teleport to any location you have seen before, regardless of how well you know it. Once used, the stone turns to dust.";"https://wiki.leagueoflegends.com/en-us/images/Teleport_item.png"
"The Baron's Gift";"Shurima";"Potentially tied to void corruption experiments performed during the height of the Ascended empire. Could be tied to Bel'Veth.";"This pulsating, obsidian shard grants the user resistance to necrotic damage. Additionally, as an action, you can touch a creature and force them to make a DC 15 Constitution saving throw. On a failed save, the creature's maximum hit points are reduced by 1d6 for 1 hour. You can't use this ability again until the next dawn.";"https://wiki.leagueoflegends.com/en-us/images/The_Baron%27s_Gift_item.png"
"The Rose's Pride";"Noxus";"Associated with the Black Rose, it likely enhances the wearer's cunning and resilience, maybe connected to LeBlanc or Swain.";"While wearing this ring, you have advantage on Intelligence, Wisdom, and Charisma saving throws against being charmed or frightened. In addition, once per day, you can cast the Suggestion spell (save DC 15). This ring is associated with the Black Rose and enhances the wearer's cunning and resilience.";"https://wiki.leagueoflegends.com/en-us/images/The_Rose%27s_Pride_item.png"
"Thornmail";"Noxus";"Favored by melee combatants and warriors of the Iron Legion, each spike is rumored to be quenched in the blood of the fallen.";"While wearing this armor, whenever a creature hits you with a melee attack, the attacker takes piercing damage equal to your proficiency bonus. In addition, you have resistance to piercing damage. This armor is favored by melee combatants and warriors of the Iron Legion, with each spike rumored to be quenched in the blood of the fallen.";"https://wiki.leagueoflegends.com/en-us/images/Thornmail_item.png"
"Timeworn Ancient Coin";"Shurima";"A discarded coin from a bygone Shuriman dynasty, hinting at the empire's forgotten wealth and the transience of power. Likely a trinket of a fallen emperor.";"This timeworn coin, a relic from a fallen Shuriman dynasty, whispers of forgotten wealth. While holding the coin, you can cast the *Detect Magic* spell once per long rest. Additionally, once per week, you can meditate with the coin for 1 hour to gain advantage on a single History check related to Shurima.";"https://wiki.leagueoflegends.com/en-us/images/Ancient_Coin_item.png"
"Timeworn Frost Queen's Claim";"Freljord";"Likely owned by a powerful Ice Witch, its magic allows the bearer to glimpse echoes of the past and slow their foes.";"This icy artifact, once held by a powerful Ice Witch of the Freljord, allows you to glimpse echoes of the past and hinder your enemies. As an action, you can touch an object or creature to perceive a brief vision of its recent past. Additionally, once per day, you can cast *Ray of Frost* as a 3rd-level spell (spell save DC 15).";"https://wiki.leagueoflegends.com/en-us/images/Frost_Queen%27s_Claim_item.png"
"Timeworn Nomad's Medallion";"Targon";"Said to be favored by nomadic ascetics who dwell on the slopes of Mount Targon, seeking enlightenment and offering aid to weary travelers.";"Favored by the nomadic ascetics of Mount Targon, this medallion grants resilience and guidance. You gain advantage on Wisdom (Survival) checks made to navigate mountainous terrain. As an action, you can touch a creature and grant it temporary hit points equal to your level. These temporary hit points last for 1 hour. You cannot use this ability again until you finish a long rest.";"https://wiki.leagueoflegends.com/en-us/images/Nomad%27s_Medallion_item.png"
"Timeworn Spellthief's Edge";"Freljord";"Likely once belonging to a Frost Priestess, the item hums with dormant power, awaiting a wielder worthy of channeling the glacial energies within.";"While holding this dagger, you gain a +2 bonus to spell attack rolls and the save DC of your spells. Once per day, when you hit a creature with a spell attack using this dagger, you can choose to steal a spell slot from the target. The target must succeed on a DC 15 Wisdom saving throw or lose one random spell slot of the highest level they have available. You regain a spell slot of the same level. This dagger also grants resistance to cold damage.";"https://wiki.leagueoflegends.com/en-us/images/Spellthief%27s_Edge_item_old.png"
"Timeworn Targon's Brace";"Targon";"Forged on the slopes of Mount Targon, this brace resonates with celestial power, offering protection to its wielder and empowering their allies.";"While wearing this brace, you gain a +2 bonus to AC. As an action, you can unleash a celestial wave. Each creature within 30 feet of you must succeed on a DC 15 Constitution saving throw or be knocked prone and take 3d8 radiant damage. On a successful save, a creature takes half as much damage and isn't knocked prone. Once used, this property cannot be used again until the next dawn. Additionally, allies within 10 feet of you gain advantage on saving throws against being charmed or frightened.";"https://wiki.leagueoflegends.com/en-us/images/Targon%27s_Brace_item.png"
"Total Biscuit of Everlasting Will";"Freljord";"Brewed with mystical glacial water, favored by Iceborn. Provides sustenance and inner resolve for surviving in harsh environments.";"When you consume this biscuit, you regain all hit points. For the next 24 hours, you have advantage on saving throws against exhaustion and you are immune to the effects of extreme cold. Additionally, you can breathe normally in any environment, and you gain resistance to cold damage for the duration.";"https://wiki.leagueoflegends.com/en-us/images/Total_Biscuit_of_Everlasting_Will_item.png"
"Tracker's Knife";"Shurima";"Associated with nomadic tribes charting the shifting sands, or perhaps ancient Ascended beings who needed to survey their vast empire. Used to observe enemies.";"This ornate knife grants advantage on Wisdom (Survival) checks made to track creatures. Additionally, as an action, you can plunge the knife into the ground and visualize the movements of creatures within 1 mile for the next minute. The DM determines what information is revealed, but it typically includes the number, type, and general direction of travel of creatures.";"https://wiki.leagueoflegends.com/en-us/images/Tracker%27s_Knife_item.png"
"Travel Size Elixir of Iron";"Noxus";"Often carried by Noxian legionnaires on long marches, a smaller, less potent version of the elixirs used by the Trifarix.";"For 1 hour after drinking this potion, you gain resistance to bludgeoning, piercing, and slashing damage from nonmagical weapons. Additionally, your carrying capacity is doubled for the duration.";"https://wiki.leagueoflegends.com/en-us/images/Travel_Size_Elixir_of_Iron_item.png"
"Travel Size Elixir of Wrath";"Noxus";"Commonly carried by Noxian soldiers before battle, this elixir is rumored to be brewed with secret ingredients to inspire aggression.";"For 1 minute after drinking this potion, you gain advantage on attack rolls and Strength checks and saving throws. In addition, at the start of each of your turns, you gain 5 temporary hit points.";"https://wiki.leagueoflegends.com/en-us/images/Travel_Size_Elixir_of_Wrath_item.png"
"Trinity Force";"Ionia";"Favored by Ionian duelists seeking versatile power, rumored to be inspired by ancient fighting styles. Often sought after by pit fighters in Noxus.";"This magical weapon grants +2 to attack and damage rolls. When you hit a creature with an attack using this weapon, the next attack roll you make before the end of your next turn gains advantage. Additionally, once per turn, when you cast a spell, the next weapon attack you make before the end of your turn deals an extra 1d8 force damage.";"https://wiki.leagueoflegends.com/en-us/images/Trinity_Force_item.png"
"Turbo Chemtank";"Noxus";"Likely crafted by Noxian alchemists or engineers, designed for quick assaults and area denial. Could be associated with Singed's experiments.";"This wondrous item requires attunement. As an action, you can activate the Chemtank, gaining the following benefits for 1 minute: Your movement speed is doubled. You have advantage on Strength (Athletics) checks and Strength saving throws. At the end of each of your turns while the Chemtank is active, each creature within 5 feet of you must succeed on a DC 15 Constitution saving throw or be poisoned until the start of your next turn. Once used, the Chemtank cannot be activated again until the next dawn.";"https://wiki.leagueoflegends.com/en-us/images/Turbo_Chemtank_item.png"
"Twin Mask";"Shadow Isles";"Likely related to lost souls or spectral entities of the Shadow Isles, perhaps used in rituals to bind or control spirits.";"This unsettling mask requires attunement. While wearing this mask, you can cast the 'detect thoughts' spell at will, without expending a spell slot. Additionally, as an action, you can target one creature you can see within 30 feet and force it to make a DC 15 Wisdom saving throw. On a failed save, the creature is frightened by you for 1 minute. The frightened creature must use its movement on each of its turns to move as far away from you as possible. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. Once you use this ability, you cannot use it again until the next dawn.";"https://wiki.leagueoflegends.com/en-us/images/Twin_Mask_item.png"
