Item Name;Region;Lore;DescriptionGame;DescriptionLore2;ImageURL;DescriptionLore;;;;;
Liandry's Anguish;shadow isles;Associated with the Black Mist and its lingering magic, tormenting those who dare wield it. May be related to the Ruination.;Deals bonus magic damage over time and increased damage to slowed or immobilized targets.;Those struck suffer 1d4 damage each round for 3 rounds (save allowed). Those bound or slowed suffer 1d6 damage instead. Wielder must save vs. death each week or become a wraith.;https://wiki.leagueoflegends.com/en-us/images/Liandry%27s_Torment_item.png;This twisted artifact pulses with malevolent energy from the Shadow Isles. While attuned to this item, you gain resistance to necrotic damage. Additionally, once per long rest, when you are reduced to 0 hit points but not killed outright, you can choose to unleash a wave of Black Mist. Each creature within 30 feet of you must succeed on a DC 18 Constitution saving throw or take 8d6 necrotic damage and become frightened of you for 1 minute. On a successful save, a creature takes half damage and isn't frightened. The item is then destroyed as the Black Mist consumes it.;;;;;
Lifeline;freljord;Favored by warriors facing impossible odds in the Freljord, a 'Lifeline' is a blessing of the Ice Witch, granting temporary reprieve.;Shields the user from lethal damage and grants bonus attack damage when triggered.;Wearer is immune to a single source of damage. Upon trigger, gain +2 to hit and damage rolls for the next round, representing desperate aggression.;https://wiki.leagueoflegends.com/en-us/images/Lifeline_item.png;This amulet, blessed by the Ice Witch, is a lifeline for those facing certain doom in the harsh Freljord. If you are reduced to 0 hit points but not killed outright, you are instead reduced to 1 hit point, and gain temporary hit points equal to half your hit point maximum. This effect can only occur once. After the effect is triggered, the amulet crumbles to dust, its magic expended.;;;;;
Lightbringer;demacia;Potentially forged by a Demacian artisan, rumored to channel the power of starlight. Might have been wielded by a hero fighting the darkness.;Deals bonus damage to enemies. Grants the wielder increased movement speed and attack speed for a short duration.;Suffer +1 AC from magical darkness. When swung, brightly illuminate a 30' radius. On hit, all undead and demons flee from the light (save vs. spell or turn to ash).;https://wiki.leagueoflegends.com/en-us/images/Lightbringer_item.png;This radiant blade hums with celestial power. You gain a +3 bonus to attack and damage rolls made with this magic longsword. When you hit a creature that is vulnerable to radiant damage with this weapon, the target takes an extra 4d8 radiant damage. Additionally, once per day, you can cast the Sunbeam spell (save DC 17) from the sword. While wielding the Lightbringer, you have advantage on saving throws against being frightened or charmed.;;;;;
Locket of the Iron Solari;targon;Forged on Targon, it resonates with celestial power. Often carried by those who stand against overwhelming darkness, inspired by the sun.;Provides magic resist and health. Active: grants a shield to nearby allies, protecting them from damage.;Confers +2 to saves vs. magic. Once per day, emit a radiant burst: allies within 30' gain 3d6 temporary hit points, absorb the next magic attack targeting them. ;https://wiki.leagueoflegends.com/en-us/images/Locket_of_the_Iron_Solari_item.png;While wearing this locket, you gain advantage on saving throws against being frightened. As an action, you can unleash a burst of protective energy, granting yourself and each ally within 30 feet of you a +2 bonus to AC and saving throws until the end of your next turn. You can use this ability three times, and regain all expended uses after finishing a long rest.;;;;;
Looted Oracle's Extract;bilgewater;Recovered from a drowned Oracle, it whispers secrets of unseen dangers, possibly linked to ancient sea curses or forgotten leviathans.;Detects invisible enemy units and disables enemy traps for a short duration.;Grants 1 turn of 'True Sight' (60ft range) and automatically disarms one magical trap. On a failed save (WIS 13), user experiences disturbing visions.;https://wiki.leagueoflegends.com/en-us/images/Looted_Oracle%27s_Extract_item.png;As an action, you can consume this extract. For the next minute, you have advantage on Wisdom (Perception) and Intelligence (Investigation) checks made to detect hidden dangers, traps, and illusions. Additionally, you are immune to the frightened condition caused by curses or undead. Once consumed, the whispers fade, and the extract is gone.;;;;;
Lost Chapter;ionia;Associated with Ionian monasteries, used to focus magical studies. May have been owned by a powerful spirit walker.;Grants mana, ability haste, and mana regeneration upon leveling up.;The chapter grants +1 to cast spells, replenishing mana (spell slots) upon leveling up. However, overuse might attract spirits to the caster.;https://wiki.leagueoflegends.com/en-us/images/Lost_Chapter_item.png;While holding this chapter, you gain a +1 bonus to spell attack rolls and spell save DC. Additionally, when you cast a spell of 1st level or higher that deals damage, you can reroll one of the damage dice. You must use the new roll. Once you use this ability, you can't use it again until the start of your next turn.;;;;;
Luden's Echo;ionia;The echo resonates with ancient Ionian magic, amplifying the wearer's spells, connecting them to the spirit realm and first lands.;Damaging abilities grant stacks. At 100 stacks, the next damaging ability consumes all stacks to deal bonus magic damage to the target and nearby enemies.;Once per day, unleash stored magical energy as a wave dealing 2d6 damage to all within 30'. Save vs. Magic or be stunned for 1 round. User must meditate for 1 turn to recharge.;https://wiki.leagueoflegends.com/en-us/images/Luden%27s_Echo_item.png;"While attuned to this item, the first spell you cast of 1st level or higher each day has its area of effect, range, and number of targets doubled. Once per long rest, when you cast a spell of 1st level or higher that deals damage, you can unleash a pulse of energy. Choose up to three creatures within 30 feet of the target; each of those creatures takes force damage equal to the level of the spell.";;;;;
Luden's Pulse;ionia;Potentially associated with the ancient magic of Ionia and its reverence for spiritual energy. Could be tied to the Vastaya.;Damaging abilities grant stacks. At 100 stacks, the next damaging ability consumes all stacks to deal bonus damage and bounces to nearby enemies.;Upon casting a spell, roll a d6. On a 6, the spell chains to another target within sight, dealing half damage. The caster glows faintly for one turn.;https://wiki.leagueoflegends.com/en-us/images/Luden%27s_Pulse_item.png;This pulsing orb hums with latent energy. As an action, you can expend 1 charge to unleash a wave of force. Each creature in a 15-foot cone originating from you must make a DC 15 Strength saving throw, taking 4d6 force damage on a failed save, or half as much damage on a successful one. The orb has 3 charges and regains 1d3 expended charges daily at dawn. While holding the orb, you have advantage on saving throws against being charmed or frightened.;;;;;
Lucky Dice;bilgewater;Gamblers in Bilgewater often carry trinkets like these dice, hoping to sway Lady Luck in their favor during high-stakes games.;On a dice roll, reroll twice and take the highest result.;Once per day, reroll any failed roll. On a natural 1, the dice crumble to dust.;https://wiki.leagueoflegends.com/en-us/images/Twisted_Fate_Loaded_Dice.png;While you are holding these dice, you can choose to reroll one attack roll, ability check, or saving throw you make. You must use the new roll. Once the dice are used, roll a d6. On a roll of 1, the dice lose their magic and become ordinary dice. On a roll of 2-6, the dice can't be used again until the next dawn.;;;;;
Madred's Razors;noxus;Favored by monstrous creature hunters in the pits of Noxus, this item was made to quickly dispatch large beasts.;Deals bonus damage to monsters and grants a chance to deal bonus damage on hit.;On a successful hit against a monstrous creature, roll 1d6. On a 6, deal double damage. If damage exceeds HP, the creature explodes in a shower of gore.;https://wiki.leagueoflegends.com/en-us/images/Madred%27s_Razors_item.png;When you hit a Large or larger creature with this magical weapon, you deal an extra 2d6 slashing damage. Once per long rest, you can choose to reroll any damage die from this weapon and must use the new result.;;;;;
Malignance;targon;Whispers from the celestial realm suggest a connection to fallen watchers and their influence on Runeterra's magic, amplified through Targon's celestial energies.;Imbues magic damage with burning, reducing magic resist of enemies hit and creating a damaging area.;Casting spells risks attracting otherworldly attention, inflicting a burning curse (-1 to saves vs. magic) and creating a zone of aberrant energy (1d6 damage/round, save vs. magic to negate).;https://wiki.leagueoflegends.com/en-us/images/Malignance_item.png;This arcane focus allows you to ignore resistance to fire damage. When you cast a spell that deals fire damage, you can choose one creature damaged by the spell to become poisoned until the end of your next turn. Once you use this property, you can't use it again until the next dawn.;;;;;
Mana Manipulator;ionia;Favored by Ionian monks seeking inner peace and harmony, aiding meditation and channeling of spiritual energy.;Provides increased mana regeneration. Grants bonus mana upon using an ability.;Wearer gains +1 to cast spells without components. Recover 1d4 mana per turn meditating. On a roll of 1, the meditation draws unwanted attention.;https://wiki.leagueoflegends.com/en-us/images/Mana_Manipulator_item.png;While holding this item, you gain advantage on saving throws against being charmed or frightened. Additionally, as a bonus action, you can regain 1d4 hit points. You cannot use this feature again until you finish a short or long rest.;;;;;
Manamune;ionia;Forged in Ionia, Manamune's creation involved spirit magic, resonating with the land's inherent energy and the interconnectedness of its inhabitants.;Grants bonus attack damage based on maximum mana and refunds mana on ability casts, stacking to transform into Muramana.;Wearer gains +1 to hit and damage rolls for every 5 points of mana. Spells cost 1 less mana. When mana is exhausted, the blade transforms, dealing +1d6 damage on a hit until rested.;https://wiki.leagueoflegends.com/en-us/images/Manamune_%28Quick_Charge%29_item.png;While attuned to this Ionian artifact, your connection to the land enhances your spellcasting. You gain a +2 bonus to spell attack rolls and your spell save DC increases by 2. Additionally, once per long rest, when you cast a spell that deals damage, you can maximize the damage dice of one damage type dealt by the spell.;;;;;
Mariner's Vengeance;bilgewater;Crafted from shipwrecked souls and sea salt, it whispers tales of vengeance from the depths. Associated with lost mariners.;Upon taking fatal damage, become untargetable and continue attacking for a short duration.;Upon death, the wielder's spirit lingers, fueled by rage. They lash out with spectral attacks before passing on, possibly becoming a ghost if slain again during this period (1-in-6 chance).;https://wiki.leagueoflegends.com/en-us/images/Mariner%27s_Vengeance_item.png;This cursed blade whispers of the drowned. When you hit a creature with an attack using this weapon, the creature must succeed on a DC 15 Wisdom saving throw or become frightened of you for 1 minute. While frightened in this way, the creature has disadvantage on attack rolls and saving throws. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. Additionally, the blade deals an extra 1d6 necrotic damage on a hit, and you gain temporary hit points equal to the necrotic damage dealt.;;;;;
Martyr's Gambit;demacia;Potentially linked to Demacian knights, as a tool to protect allies and inspire courage through self-sacrifice.;Taunts nearby enemies, reduces damage taken, and deals damage to nearby enemies upon damage taken and at the end of the duration.;Wearer gains +3 to AC, but all attacks targetting allies within 30' are redirected to them, attacker makes a DC 15 WIL save or attacks the wearer. On expiring, explodes for 2d6 damage to all within 10'.;https://wiki.leagueoflegends.com/en-us/images/Martyr%27s_Gambit_item.png;This holy symbol, etched with the crest of a forgotten Demacian order, radiates protective energy. As a reaction when a creature within 30 feet of you takes damage, you can transfer the damage to yourself. You take damage equal to the amount the other creature would have taken. If this damage reduces you to 0 hit points, you do not fall unconscious immediately. Instead, you can choose one ally within 30 feet of you. That ally gains temporary hit points equal to your maximum hit points, and advantage on attack rolls, saving throws, and ability checks for 1 minute. At the end of that minute, you immediately fall unconscious, and must succeed on a DC 15 death saving throw or die. Once you use this ability, you cannot use it again until you complete a long rest.;;;;;
Mejai's Soulstealer;noxus;Associated with dark magic and power accumulation, perhaps favored by ambitious Noxian mages seeking forbidden knowledge. Could be connected to the Black Rose.;Grants ability power upon champion kills and assists, lost on death. Stacks up to 25 times for massive AP.;"Steal the souls of slain foes. Each soul grants +1 to cast checks. On death, roll a d6; on a 1-3, lose half of your stacks. On a 4-6, lose all stacks.";https://wiki.leagueoflegends.com/en-us/images/Mejai%27s_Soulstealer_item.png;This heavy, ornate tome pulses with dark energy. While holding this book, you gain advantage on Intelligence (Arcana) checks made to learn about Necromancy spells or rituals. Additionally, whenever a creature you can see within 30 feet of you dies, you gain 1 temporary hit point. These temporary hit points last for 1 hour. As an action, you can expend any number of temporary hit points granted by this book to cast the 'False Life' spell without material components, using a spell slot equal to the number of temporary hit points expended (minimum of a 1st-level spell slot).;;;;;
Mikael's Blessing;targon;Linked to an ancient order on Targon, dedicated to purity and protection against corruption from the Void.;Removes all crowd control effects from an ally and grants them a brief period of crowd control immunity.;Touch ally to negate paralysis, poison, and charm. Target gains +4 to saves vs. mental effects for 3 turns. Upon use, user ages 1d4 weeks, reflecting the blessing's burden.;https://wiki.leagueoflegends.com/en-us/images/Mikael%27s_Blessing_item.png;This intricately carved amulet is crafted from pure silver and blessed by celestial beings. As an action, you can touch one willing creature and end one of the following conditions affecting it: blinded, deafened, paralyzed, poisoned, or stunned. Once used, this property of the amulet cannot be used again until the next dawn. Additionally, the wearer has advantage on saving throws against being charmed or frightened.;;;;;
Minion Dematerializer;shurima;Potentially a tool utilized by the Ascended to manage and control the flow of lesser beings and resources within their empire.;Consumes minions to gain damage bonuses against that minion type.;As an action, touch a corporeal undead to attempt to banish it. The target must make a saving throw vs. item level or be instantly turned to harmless dust.;https://wiki.leagueoflegends.com/en-us/images/Minion_Dematerializer_item.png;This small, crystalline shard hums with latent energy. As an action, you can target a creature within 60 feet of you that has Challenge Rating 1 or lower. That creature must make a DC 15 Constitution saving throw. On a failed save, the creature is disintegrated, turning to fine dust. If the target is reduced to 0 hit points by this effect, only dust remains. Once you use this shard, it cannot be used again until the next dawn. When you hit a creature with an attack or spell and the attack roll or spell DC includes your proficiency bonus, you can add an additional 1d6 force damage.;;;;;
Mobility Boots;shurima;Favored by messengers and scouts across the desert, granting swift passage between oases and ancient ruins. Often enchanted with protective spirits.;Greatly increased out-of-combat movement speed, reduced when in combat.;Wearer moves at x2 speed when unburdened. If attacked, must SAVE vs. DEX 14 or boots slow to normal speed for 1d4 turns. Blessed versions may ignore the SAVE.;https://wiki.leagueoflegends.com/en-us/images/Mobility_Boots_item.png;While wearing these boots, your base walking speed increases by 15 feet. Additionally, as a bonus action, you can activate the boots' enhanced mobility. For the next 10 minutes, your walking speed is doubled, and you have advantage on Dexterity (Acrobatics) checks and saving throws. Once this bonus action is used, the boots cannot be activated again until the next dawn.;;;;;
Moonflair Spellblade;targon;Linked to the Lunari, wielding moon magic. Might be associated with champions like Diana, who draws power from the moon.;Grants magic resist and ability haste, while also providing a shield after casting an ultimate ability.;Grants advantage on saving throws vs. magic and grants the wearer a ward that absorbs damage once per day after calling upon their inner power (casting a 6th level spell or higher).;https://wiki.leagueoflegends.com/en-us/images/Moonflair_Spellblade_item.png;This elegant longsword is perpetually bathed in soft moonlight. You gain a +2 bonus to attack and damage rolls made with this weapon. While attuned to this weapon, you can cast the Moonbeam spell (3rd level version) once per long rest without expending a spell slot. Additionally, you have advantage on saving throws against being charmed or frightened while holding the blade.;;;;;
Morellonomicon;noxus;Associated with forbidden knowledge and necromantic practices within Noxus. Possibly tied to the Black Rose or dark mages seeking immortality.;Applies Grievous Wounds to enemies hit by abilities, reducing their healing.;Target's wounds fester, healing provides no succor. Saving throw (Wisdom) or incur disadvantage on subsequent Constitution checks until healed by divine magic or a full day's rest.;https://wiki.leagueoflegends.com/en-us/images/Morellonomicon_item.png;This weighty tome radiates an aura of dark magic. While holding the Morellonomicon, you can cast the Life Transference spell once per day. Additionally, any creature you hit with a spell attack suffers one level of exhaustion after the spell resolves. Once used, the Life Transference property can't be used again until the next dawn.;;;;;
Nashor's Tooth;shurima;Rumored to be crafted for the Ascended, perhaps at the behest of a long-lost emperor for a monstrous champion.;"Grants AP, attack speed, and on-hit damage; perfect for hybrid damage dealers who weave spells and attacks.";Wielder gains +2 to hit in melee, +2 to cast spells. On a hit, target must SAVE vs. Poison or take 1d6 damage. Breaks if used by a non-mage.;https://wiki.leagueoflegends.com/en-us/images/Nashor%27s_Tooth_item.png;Weapon (any sword or dagger), very rare (requires attunement). You gain a +2 bonus to attack and damage rolls made with this magic weapon. When you hit a creature with this weapon, you deal an extra 1d6 force damage. Once per turn, when you cast a spell of 1st level or higher, you can make a melee attack with this weapon as a bonus action.;;;;;
Needlessly Large Rod;ionia;Favored by mages in Ionia, enhancing their natural connection to the spirit realm and amplifying their spellcasting abilities.;Grants a large amount of ability power, increasing the damage of spells.;Rod imbues +1d4 to magic damage rolls. However, if 1 is rolled, the spell fizzles, and the caster takes 1d4 backlash damage.;https://wiki.leagueoflegends.com/en-us/images/Needlessly_Large_Rod_item.png;Rod, rare (requires attunement by a spellcaster). While holding this rod, your spell attack bonus increases by +2 and your spell save DC increases by 2. Additionally, you can use a bonus action to reroll one damage die of a spell you just cast. You must use the new roll.;;;;;
Netherstride Grimoire;shadow isles;Whispers suggest it's linked to a fallen Shadow Isles mage, seeking to corrupt the living with arcane power.;Grants ability haste and mana. Empowers the user's next ability after casting an ultimate.;Once per day, after casting a ritual of 6th level or higher, the next spell cast before the sun rises is cast as if by a scroll, ignoring material components up to 50 gold.;https://wiki.leagueoflegends.com/en-us/images/Netherstride_Grimoire_item.png;Wondrous item, very rare (requires attunement by a spellcaster). This grimoire pulses with necrotic energy. While holding it, you gain advantage on death saving throws. When you cast a spell that deals necrotic damage, you can maximize one of the damage dice instead of rolling it. This property can't be used again until the next dawn. Additionally, undead creatures have disadvantage on attack rolls against you.;;;;;
Ninja Tabi;ionia;Favored by Ionian martial artists. Legends say masters can move like shadows while wearing them, blending into the spirit realm.;Reduces damage from basic attacks and provides movement speed.;AC 13. wearer reduces damage from mundane missile attacks by 2 points and moves +10' when exploring or evading in wilderness or urban environments. If fleeing reduce encounter distance by half.;https://wiki.leagueoflegends.com/en-us/images/Ninja_Tabi_item.png;While wearing these boots, your Dexterity (Stealth) checks made to move silently are made with advantage. Additionally, when you take the Dash action on your turn, your movement speed increases by 20 feet until the end of the turn.;;;;;
Nomad's Medallion;targon;Associated with Targon's nomadic people. Grants resilience and empowers allies nearby, embodying the mountain's supportive aspect.;Grants health regeneration, mana regeneration, and bonus gold. Provides aura of mana regen to nearby allies.;Wearer heals 1hp per round and regenerates 1 mana per turn. Allies within 30' also regen mana. +1 to saves vs. exhaustion.;https://wiki.leagueoflegends.com/en-us/images/Nomad%27s_Medallion_item.png;While you wear this medallion, you gain a +1 bonus to AC and saving throws. In addition, as an action, you can expend 1 charge to grant yourself and each creature within 30 feet of you that you can see temporary hit points equal to 1d6 + your Constitution modifier (minimum of 1). This medallion has 3 charges and regains 1d3 expended charges daily at dawn.;;;;;
Null-Magic Mantle;demacia;Crafted by Demacian mages, the Null-Magic Mantle protects against arcane threats, commonly used by frontline soldiers and mageseekers.;Provides magic resistance, reducing damage taken from enemy abilities.;Confers advantage on saves versus spells and magical effects. On a failed save, halve damage. If already resistant to magic, reduce magical damage taken by one-quarter.;https://wiki.leagueoflegends.com/en-us/images/Null-Magic_Mantle_item.png;You have advantage on saving throws against spells and other magical effects. While wearing this mantle, you can use your reaction when you are hit by a spell to attempt to nullify the spell's effect. Make a DC 15 Wisdom saving throw. On a success, the spell has no effect on you and is instead reflected back to the caster, targeting them as if they had cast it. If the caster is immune to the spell or effect it is simply negated.;;;;;
Obsidian Cleaver;noxus;Favored by Noxian commanders, the Obsidian Cleaver sunders armor, leaving enemies vulnerable to further assaults. Represents raw, brutal power.;Deals physical damage, reduces enemy armor, and grants movement speed on hit.;On a hit, target must save vs. crushing blow or suffer -1 to AC. Cleaving a foe strengthens the wielder, increasing movement by 10' for a turn.;https://wiki.leagueoflegends.com/en-us/images/Obsidian_Cleaver_item.png;This massive obsidian greataxe deals an extra 2d6 slashing damage to any creature wearing armor. Additionally, once per turn when you hit a creature with this weapon, you can choose to reduce the AC of the target by 1, to a minimum of 10, until the end of your next turn. This effect stacks.;;;;;
Odyn's Veil;freljord;Likely crafted by the ancient Iceborn, a relic against magical assaults. Perhaps tied to a forgotten god or powerful ice witch.;Grants magic resist and reduces incoming magic damage. Provides a burst of damage upon taking enough magic damage.;Wearer gains +3 to saves vs. spells. If targeted by a harmful spell, unleash a shock dealing 1d6 cold damage to the caster.;https://wiki.leagueoflegends.com/en-us/images/Odyn%27s_Veil_item.png;While wearing this helm, you have advantage on saving throws against spells and other magical effects. Additionally, you have resistance to cold damage and can withstand extreme cold environments without penalty. The helm also grants you the ability to cast the *Absorb Elements* spell once per long rest.;;;;;
Ohmwrecker;targon;Favored by those scaling the mountain, rumored to be blessed by ancient aspects for protection.;Disables nearby enemy turrets for a short duration, allowing for safer sieges.;Once per day, emit a pulse. Stone and metal constructs nearby become inert for 1d4 rounds. A save versus magic negates.;https://wiki.leagueoflegends.com/en-us/images/Ohmwrecker_item.png;This adamantine warhammer grants you advantage on Strength (Athletics) checks made to climb. Additionally, as an action, you can strike a Large or smaller construct or object. That construct or object must succeed on a DC 17 Constitution saving throw or be stunned until the end of your next turn. You can use this ability three times, regaining all expended uses at dawn.;;;;;
Oponn's Razor;ionia;Crafted by a reclusive Ionian bladesmith, rumored to have ties to the ancient teachings of the Kinkou Order.;Dashes empower your next attack to slow the target and deal bonus damage.;On a hit after dashing, target must SAVE vs DEX or be slowed (treat as entangled), and take +1d6 damage. User is momentarily winded (-1 to next roll).;https://wiki.leagueoflegends.com/en-us/images/Oponn%27s_Razor_item.png;This +2 Shortsword hums with a subtle energy. Once per day, as a bonus action, you can speak the sword's command word to imbue it with the Swiftness of Oponn. For the next minute, your movement speed doubles, and you gain advantage on Dexterity saving throws.;;;;;
Oracle's Elixir;demacia;Potentially used by Demacian mageseekers to detect hidden magic or illusions. Could be associated with Sylas's escape.;Grants true sight, revealing invisible units and disabling enemy wards for a short duration.;Reveals invisible creatures and traps. Grants advantage on saving throws vs. illusions. Causes a burning sensation when near magical items and spellcasters.;https://wiki.leagueoflegends.com/en-us/images/Oracle%27s_Elixir_item.png;When you drink this shimmering, silver liquid, you gain the benefits of the See Invisibility spell for 1 hour. Additionally, for the same duration, you have advantage on saving throws against illusions and on Wisdom (Insight) checks made to detect deception. As a bonus action, you can end the effect early to cast Detect Magic, requiring no components.;;;;;
Oracle's Hood;targon;Forged on Targon, rumored to ward against celestial trickery or the gaze of Aspects. Sought after by those who deal with cosmic entities.;Grants magic resistance. Passively grants immunity to magic damage every 90 seconds.;Wearer is +3 to saves vs. illusion and mind-affecting magic. Once per day, wearer ignores the effects of a single harmful spell that targets them.;https://wiki.leagueoflegends.com/en-us/images/Oracle%27s_Hood_item.png;While wearing this hood, you have advantage on saving throws against being charmed or frightened by celestial beings or effects originating from the Astral Plane. Additionally, you gain a +3 bonus to Wisdom (Insight) checks made to discern the true nature of celestials and aberrations. Once per day, when you fail a saving throw against a celestial effect, you can choose to succeed instead.;;;;;
Orb of Winter;freljord;Likely forged in the Freljord, possibly tied to the Winter's Claw or another ice-based faction. Grants resilience in harsh conditions.;Grants bonus health, mana, and ability haste. Transforms into Fimbulwinter when meeting certain conditions.;Grants +3 to saves vs. cold, provides 1 ration of food per day, and once per day, creates a barrier of ice that absorbs 1d6 damage. If broken, the Orb shatters, becoming useless.;https://wiki.leagueoflegends.com/en-us/images/Orb_of_Winter_item.png;While holding this orb, you are immune to the effects of extreme cold. Additionally, you can cast the 'ice storm' spell once per day, using your Charisma as the spellcasting ability (spell save DC 17). The orb regains its ability to cast 'ice storm' at dawn.;;;;;
Overlord's Bloodmail;noxus;Favored by Noxian arena champions, Overlord's Bloodmail is a testament to brutal strength and the will to dominate, embodying the empire's values.;Grants health, attack damage, and temporary bonus health/size on takedown.;Wearer gains +3 hit points. On slaying a foe, swell to ogre-size for 1d4 turns (+1 to hit, -1 AC). Afterwards, must SAVE vs. Poison or be Exhausted.;https://wiki.leagueoflegends.com/en-us/images/Overlord%27s_Bloodmail_item.png;This suit of plate armor is forged from blackened steel and etched with stylized depictions of brutal combat. While wearing this armor, you gain the following benefits: You have advantage on Strength saving throws and Strength checks. When you hit a creature with a melee weapon attack, you can use your reaction to deal an extra 2d6 necrotic damage to the target and gain temporary hit points equal to the necrotic damage dealt. You can use this reaction a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.;;;;;
Pauldrons of Whiterock;freljord;Forged in the icy heart of the Freljord, these pauldrons are rumored to have been worn by a forgotten Iceborn warrior.;Immobilizing an enemy grants bonus armor and magic resist to nearby allies.;When wearer freezes a foe, allies gain +2 AC and +1 to saves vs. magic for 3 turns. The pauldrons whisper forgotten battle tactics.;https://wiki.leagueoflegends.com/en-us/images/Pauldrons_of_Whiterock_item.png;These pauldrons are crafted from shimmering ice that never melts. While wearing these pauldrons, you gain resistance to cold damage. As an action, you can summon a blizzard in a 20-foot radius centered on you. The blizzard lasts for 1 minute, and the area within it is heavily obscured. Any creature that starts its turn in the blizzard or enters it for the first time on a turn must succeed on a DC 15 Constitution saving throw or take 4d6 cold damage. Once you use this ability, you can't use it again until the next dawn.;;;;;
Pendant of Zephiris;ionia;Said to be blessed by the Zephyr winds of Ionia, granting the wearer unnatural agility and speed. Perhaps a connection to a wind spirit.;+25 Attack Damage, +25% Attack Speed, +10% Cooldown Reduction, +10% Movement Speed.;Grants +1 to DEX. Once per day, reroll a failed DEX saving throw. Subject to whims of weather, storms may hinder its power (-1 DEX in strong winds).;https://wiki.leagueoflegends.com/en-us/images/Pendant_of_Zephiris_item.png;While wearing this pendant, your base walking speed increases by 10 feet, and you have advantage on Dexterity saving throws against effects that you can see. In addition, you can cast the Feather Fall spell once per long rest without using a spell slot.;;;;;
Perfectly Timed Stopwatch;demacia;Forged in Demacia, rumored to be blessed by Kayle. Grants brief invulnerability, favored by mages escaping Noxian ambushes.;Grants temporary invulnerability, rendering the champion unable to move or act during the stasis.;"Allows the user to briefly step outside of time, becoming untouchable but unable to act. Roll a d6; on a 1, you are shunted to a random point in time.";https://wiki.leagueoflegends.com/en-us/images/Stopwatch_item_HD.png;This stopwatch has 3 charges. As an action, you can expend 1 charge to become invulnerable to all damage for 1 round. At the end of your next turn, you become stunned until the end of your next turn. The stopwatch regains 1d3 expended charges daily at dawn.;;;;;
Phage;noxus;Favored by lowborn arena fighters in Noxus, the Phage's brutal design reflects the region's harsh gladiatorial traditions and thirst for blood.;Grants bonus health and attack damage. Attacks grant a temporary movement speed bonus.;Upon a hit, chance to inflict 'momentum'. Momentum grants +1 to movement and attack rolls for 1 round. If already affected by momentum, target must save vs. STR or be knocked prone.;https://wiki.leagueoflegends.com/en-us/images/Phage_item.png;This brutal weapon grants +1 to attack and damage rolls. On a hit, the target must succeed on a DC 13 Constitution saving throw or have disadvantage on the next attack roll they make before the end of their next turn.;;;;;
Philosopher's Medallion;targon;Favored by ascetics and wandering mystics in Targon seeking enlightenment. Often found near sites of great contemplation.;Grants health regeneration and mana regeneration.;Wearer recovers 1d4 hit points and 1d4 mana each turn. While meditating, recovery is doubled. May attract celestial beings or maddening whispers from beyond.;https://wiki.leagueoflegends.com/en-us/images/Philosopher%27s_Medallion_item.png;While wearing this medallion, you gain advantage on Wisdom saving throws. Additionally, once per long rest, when you fail a Wisdom saving throw, you can choose to succeed instead. The medallion then loses this property until the next dawn.;;;;;
Phreakish Gusto;ionia;Whispers link it to a forgotten Ionian wind spirit, granting swiftness to those deemed worthy. Some believe it responds to inner peace.;Grants bonus move speed and magic resistance after casting your ultimate, decaying over time.;Upon unleashing a potent spell, move with unnatural speed (+2 to initiative, +10' movement) and resist magic. Save vs. magic or speed wanes after 3 rounds.;https://wiki.leagueoflegends.com/en-us/images/Phreakish_Gusto_item.png;This item grants the wearer a +1 bonus to their initiative rolls and increases their movement speed by 10 feet. As a bonus action, the wearer can also grant themselves advantage on Dexterity (Acrobatics) checks until the end of their turn. Once used, this bonus action can't be used again until the start of the wearer's next turn.;;;;;
Pilfered Health Potion;bilgewater;Likely plundered from a rival pirate crew or a foolish merchant vessel, hinting at the unscrupulous nature of Bilgewater's inhabitants.;Restores health over time.;Quaffing this murky brew grants +4 hit points over 1d4 turns. Side effects may include scurvy, sea shanties and uncontrollable greed.;https://wiki.leagueoflegends.com/en-us/images/Pilfered_Health_Potion_item.png;When you drink this potion, you regain 2d4 + 2 hit points. This potion's color swirls with shades of murky green and smells faintly of brine and regret.;;;;;
Pilfered Stealth Ward;bilgewater;Likely stolen from a rival pirate crew or found in a hidden cove, used to scout out enemies.;Places a temporary, invisible ward, revealing the surrounding area for a short duration.;Creates a magical sensor, revealing invisible creatures or pathways, lasts 6 turns. Range: 60'. Detects illusions, shadows, or magical traps.;https://wiki.leagueoflegends.com/en-us/images/Stealth_Ward_%28Item%29_item.png;This small, magically imbued totem can be planted as an action. For the next 8 hours, the ward is invisible and emits a pulse out to a 60-foot radius. Any creature entering this radius is clearly visible, and you are alerted to their presence (but not their location) if you are within 1 mile of the ward. A ward has an AC of 10, 1 hit point, and is immune to poison and psychic damage. It can be destroyed.;;;;;
